collector_location,collector_id,device_id,latitude,longitude,snapshot_datetime,Year,Month,Day,Hour,DayPeriod,Season,road,state,city
-MxdGB7xcWHzMeRQnHnM,99,3967850978244b31,31.2029926,29.9929609,2022-03-08 13:23:08.221857,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGCTAlD80yDMd_oV6,99,3967850978244b31,31.2029176,29.9932315,2022-03-08 13:23:13.675779,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGD_V6N4WaThmbcXf,99,3967850978244b31,31.2029176,29.9932315,2022-03-08 13:23:18.240306,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGEvLhnkwkNCSBjJR,99,3967850978244b31,31.2028543,29.9934379,2022-03-08 13:23:23.734876,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGG0JOEbJITlxicvj,99,3967850978244b31,31.2028543,29.9934379,2022-03-08 13:23:28.212413,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGHO0M_x8A27175aT,99,3967850978244b31,31.2028714,29.9934422,2022-03-08 13:23:33.825852,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGIRyRf6rRKI2S72s,99,3967850978244b31,31.2028714,29.9934422,2022-03-08 13:23:38.174761,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGJoS_DUDd-bfNB2e,99,3967850978244b31,31.2028365,29.9935885,2022-03-08 13:23:43.773586,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGKuqZ75Tux6yrXAM,99,3967850978244b31,31.2028365,29.9935885,2022-03-08 13:23:48.278917,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGMFVoX3Pmbb9rxvn,99,3967850978244b31,31.2028078,29.9937221,2022-03-08 13:23:53.760003,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGNMffrHLYaB5h5LU,99,3967850978244b31,31.2028078,29.9937221,2022-03-08 13:23:58.315442,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGOg5nlv8WQPqT6am,99,3967850978244b31,31.2027953,29.9938128,2022-03-08 13:24:03.718630,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGPm_ROqQcc43IlOQ,99,3967850978244b31,31.2027953,29.9938128,2022-03-08 13:24:08.229749,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGR9lstPHAWfFbCNr,99,3967850978244b31,31.2040385,29.9950229,2022-03-08 13:24:13.872918,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGSEU7nTl2wRcDW1R,99,3967850978244b31,31.2040385,29.9950229,2022-03-08 13:24:18.270942,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGTarc9A62a7LTYW6,99,3967850978244b31,31.2042682,29.9952638,2022-03-08 13:24:23.863707,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGUffIuzX9sHXKzWQ,99,3967850978244b31,31.2042682,29.9952638,2022-03-08 13:24:28.267127,2022,March,Tuesday,13,afternoon,Spring,Fathallah Street,Alexandria,Alexandria
-MxdGW18YDh7pVbzOncm,99,3967850978244b31,31.2044633,29.9954925,2022-03-08 13:24:33.801385,2022,March,Tuesday,13,afternoon,Spring,Omar Bin Al -Khattab Mosque Street,Alexandria,Alexandria
-MxdGX6BCCGUlStflWom,99,3967850978244b31,31.2044633,29.9954925,2022-03-08 13:24:38.220523,2022,March,Tuesday,13,afternoon,Spring,Omar Bin Al -Khattab Mosque Street,Alexandria,Alexandria
-MxdGYT7M_QiVt_j1mC1,99,3967850978244b31,31.2033751,29.9922996,2022-03-08 13:24:43.783969,2022,March,Tuesday,13,afternoon,Spring,"Cairo Road, Alexandria Agricultural",Alexandria,Alexandria
-MxdGZYjEu4L3UX31lgv,99,3967850978244b31,31.2033751,29.9922996,2022-03-08 13:24:48.239232,2022,March,Tuesday,13,afternoon,Spring,"Cairo Road, Alexandria Agricultural",Alexandria,Alexandria
-MxdG_seqTEsAWM6R4sE,99,3967850978244b31,31.2033751,29.9922996,2022-03-08 13:24:53.674783,2022,March,Tuesday,13,afternoon,Spring,"Cairo Road, Alexandria Agricultural",Alexandria,Alexandria
-MxdGb5_oX1fdGiDPaPk,99,3967850978244b31,31.2033751,29.9922996,2022-03-08 13:24:58.661235,2022,March,Tuesday,13,afternoon,Spring,"Cairo Road, Alexandria Agricultural",Alexandria,Alexandria
-MxdGcMig_d2eJb_t-_v,99,3967850978244b31,31.2033751,29.9922996,2022-03-08 13:25:03.854400,2022,March,Tuesday,13,afternoon,Spring,"Cairo Road, Alexandria Agricultural",Alexandria,Alexandria
-MxdGdSnQ3m3SiHWse8o,99,3967850978244b31,31.2033751,29.9922996,2022-03-08 13:25:08.339735,2022,March,Tuesday,13,afternoon,Spring,"Cairo Road, Alexandria Agricultural",Alexandria,Alexandria
-MxdGenoALJulEO-3gM-,99,3967850978244b31,31.2009456,29.9950554,2022-03-08 13:25:13.844860,2022,March,Tuesday,13,afternoon,Spring,Ring road,Alexandria,Alexandria
-MxdGfv2X_Tm8UBAXGZl,99,3967850978244b31,31.2009456,29.9950554,2022-03-08 13:25:18.403259,2022,March,Tuesday,13,afternoon,Spring,Ring road,Alexandria,Alexandria
-MxdGhHZik6WM5-GpipO,99,3967850978244b31,31.2015618,29.9895558,2022-03-08 13:25:24.004404,2022,March,Tuesday,13,afternoon,Spring,Ghobit Square Street,Alexandria,Alexandria
-MxdGiK8-uaY80wWAuPo,99,3967850978244b31,31.2015618,29.9895558,2022-03-08 13:25:28.265072,2022,March,Tuesday,13,afternoon,Spring,Ghobit Square Street,Alexandria,Alexandria
-MxdGjgS-ESgTbQFRO6p,99,3967850978244b31,31.2015618,29.9895558,2022-03-08 13:25:33.853286,2022,March,Tuesday,13,afternoon,Spring,Ghobit Square Street,Alexandria,Alexandria
-MxdGknQZ65SFd9Z1pHs,99,3967850978244b31,31.2015618,29.9895558,2022-03-08 13:25:38.395079,2022,March,Tuesday,13,afternoon,Spring,Ghobit Square Street,Alexandria,Alexandria
-MxdGm4lKIblE9Ce7Rkd,99,3967850978244b31,31.1958373,29.9962428,2022-03-08 13:25:43.665058,2022,March,Tuesday,13,afternoon,Spring,Ghobit Square Street,Alexandria,Alexandria
-MxecmVx9p597VQmxGdl,99,3967850978244b31,31.0893911,29.7348691,2022-03-08 19:45:51.932902,2022,March,Tuesday,19,evening,Spring,Street 7,Alexandria,Alexandria
-MxecnQbCUmJFngtNFW1,99,3967850978244b31,31.0893911,29.7348691,2022-03-08 19:45:55.687877,2022,March,Tuesday,19,evening,Spring,Street 7,Alexandria,Alexandria
-MxecodseQVhC3T8_51T,99,3967850978244b31,31.0925329,29.7373921,2022-03-08 19:46:00.695657,2022,March,Tuesday,19,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-MxecprxIscdFN7cbHYF,99,3967850978244b31,31.0925329,29.7373921,2022-03-08 19:46:05.693867,2022,March,Tuesday,19,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-MxecrCKjhn5koDLLscY,99,3967850978244b31,31.0925329,29.7373921,2022-03-08 19:46:11.157012,2022,March,Tuesday,19,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-MxecsJn_t50X4JBVmqa,99,3967850978244b31,31.0925329,29.7373921,2022-03-08 19:46:15.731645,2022,March,Tuesday,19,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-Mxectehc5Jr30FUm_VS,99,3967850978244b31,31.0925317,29.7373915,2022-03-08 19:46:21.229058,2022,March,Tuesday,19,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-MxecukJd1TBiES4VBG8,99,3967850978244b31,31.0925317,29.7373915,2022-03-08 19:46:25.684372,2022,March,Tuesday,19,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-Mxed03X11EsMpXHCnVo,99,3967850978244b31,31.0925319,29.7373889,2022-03-08 19:46:51.554022,2022,March,Tuesday,19,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-Mxed1ANO35HIJocNebX,99,3967850978244b31,31.0925319,29.7373889,2022-03-08 19:46:56.088013,2022,March,Tuesday,19,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-Mxed2UCKYeaBcMvxsOF,99,3967850978244b31,31.0925319,29.7373889,2022-03-08 19:47:01.453020,2022,March,Tuesday,19,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-Mxed3aZTaSIdsB4vmxe,99,3967850978244b31,31.0925319,29.7373889,2022-03-08 19:47:06.020885,2022,March,Tuesday,19,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-Mxed4xLieAW4mk83XJV,99,3967850978244b31,31.0925307,29.7373884,2022-03-08 19:47:11.574626,2022,March,Tuesday,19,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-Mxed62EV1ZESV1DU7Uv,99,3967850978244b31,31.0925307,29.7373884,2022-03-08 19:47:16.047750,2022,March,Tuesday,19,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-MxeuqQjexNcN-PaYcy-,99,3967850978244b31,31.0893911,29.7348691,2022-03-08 21:04:46.575226,2022,March,Tuesday,21,evening,Spring,Street 7,Alexandria,Alexandria
-MxeurNrVes0TtuHXpAW,99,3967850978244b31,31.0893911,29.7348691,2022-03-08 21:04:50.487751,2022,March,Tuesday,21,evening,Spring,Street 7,Alexandria,Alexandria
-Mxeusbe4JiV_fBfa2fi,99,3967850978244b31,31.0925319,29.7373889,2022-03-08 21:04:55.530914,2022,March,Tuesday,21,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-MxeutqDmr2DAnlStmyd,99,3967850978244b31,31.0925319,29.7373889,2022-03-08 21:05:00.558875,2022,March,Tuesday,21,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-MxeuvAlJdoVjY3Scjfh,99,3967850978244b31,31.0925276,29.7373906,2022-03-08 21:05:06.033557,2022,March,Tuesday,21,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-MxfNOis9GDyPUsbuiVs,99,3967850978244b31,31.0893911,29.7348691,2022-03-08 23:13:53.336643,2022,March,Tuesday,23,evening,Spring,Street 7,Alexandria,Alexandria
-MxfNPjWTYGBxXIl09KX,99,3967850978244b31,31.0925318,29.7373939,2022-03-08 23:13:57.473407,2022,March,Tuesday,23,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-MxfNQwj2DqqUeA8xsnr,99,3967850978244b31,31.0925322,29.7373953,2022-03-08 23:14:02.415770,2022,March,Tuesday,23,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-MxfNS9Lgf2B1vax53x_,99,3967850978244b31,31.0925321,29.7373951,2022-03-08 23:14:07.382900,2022,March,Tuesday,23,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-MxfNTWOcPbvXPD_HdpE,99,3967850978244b31,31.092532,29.7373949,2022-03-08 23:14:12.953602,2022,March,Tuesday,23,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-MxfNUaBkFS-H6PXXWow,99,3967850978244b31,31.092532,29.7373949,2022-03-08 23:14:17.356585,2022,March,Tuesday,23,evening,Spring,Salam Beach Street 17,Alexandria,Alexandria
-MxhEz33g1C2D3Svp-0a,99,3967850978244b31,31.0893911,29.7348691,2022-03-09 07:56:21.380781,2022,March,Wednesday,7,morning,Spring,Street 7,Alexandria,Alexandria
-MxhXSJaE8G8XgJSqroo,99,3967850978244b31,30.8982703,29.5870639,2022-03-09 09:17:03.909841,2022,March,Wednesday,9,morning,Spring,Street 7,Proportional,Alexandria
-MxhXTGdtCjcy2EIxuJa,99,3967850978244b31,30.8982703,29.5870639,2022-03-09 09:17:07.817899,2022,March,Wednesday,9,morning,Spring,Street 7,Proportional,Alexandria
-MxhXUiqSz9kpeok1lMz,99,3967850978244b31,30.8982703,29.5870639,2022-03-09 09:17:13.782188,2022,March,Wednesday,9,morning,Spring,Street 7,Proportional,Alexandria
-MxhXVglLFXDaMD4ubqC,99,3967850978244b31,30.8982703,29.5870639,2022-03-09 09:17:17.745857,2022,March,Wednesday,9,morning,Spring,Street 7,Proportional,Alexandria
-MxhXXW3FjlBgSZ_Pk-u,99,3967850978244b31,30.8982703,29.5870639,2022-03-09 09:17:25.188227,2022,March,Wednesday,9,morning,Spring,Street 7,Proportional,Alexandria
-MxhXY9Ct8refNpvsbRk,99,3967850978244b31,30.8982703,29.5870639,2022-03-09 09:17:27.821657,2022,March,Wednesday,9,morning,Spring,Street 7,Proportional,Alexandria
-MxhXZTkJwGWIRmVEhlc,99,3967850978244b31,30.8934422,29.5841651,2022-03-09 09:17:33.232110,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhX_aWib1VGBkGRblj,99,3967850978244b31,30.8934422,29.5841651,2022-03-09 09:17:37.823615,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXauN_P8tnxywx-pA,99,3967850978244b31,30.8982703,29.5870639,2022-03-09 09:17:43.192446,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXc-y4peOhHPNfRoW,99,3967850978244b31,30.8982703,29.5870639,2022-03-09 09:17:47.710731,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXdKo_IP8opct89RS,99,3967850978244b31,30.8982703,29.5870639,2022-03-09 09:17:53.140509,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXeUp5b2EVjzPG1GQ,99,3967850978244b31,30.8982703,29.5870639,2022-03-09 09:17:57.877664,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXfoMCoDjvJ-NKIii,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:18:03.287807,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXgueRd0UEmQHX6rX,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:18:07.786440,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXjkYLJ6BTN4-2JKS,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:18:19.427574,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXk_6Y_3XxReCfhWZ,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:18:22.791525,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXlt3hBfh4vMFkg6X,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:18:28.164104,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXn02Kq0YpgRXzCbD,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:18:32.771362,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXoLZYZXBMS5HKjQN,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:18:38.244510,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXpSuCgOj4MSxvqMD,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:18:42.810776,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXqn6GkDHF-1vyPQv,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:18:48.263182,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXrtqKtD9DR0yCZHB,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:18:52.790677,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXtDz1Xq3P6menVtk,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:18:58.239849,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXuKd_pBQOkOre6rX,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:19:02.761593,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXvYVbs3ljlfjcGGn,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:19:07.744169,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXwvLBavv0b36z_m0,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:19:13.366352,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXy0EFazfS9KdIVEm,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:19:17.839654,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhXzKBuxiCCbmAf3oJ,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:19:23.212705,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhY-Rl-QRLKIs79JQc,99,3967850978244b31,30.889665,29.593695,2022-03-09 09:19:27.793566,2022,March,Wednesday,9,morning,Spring,Muhammad Hosni Mubarak Road,Proportional,Alexandria
-MxhkhwvvmTalfg68iWW,99,3967850978244b31,31.2539313,29.9736488,2022-03-09 10:19:22.043735,2022,March,Wednesday,10,morning,Spring,Army Road,Alexandria,Alexandria
-MxhkioCoGcc-23mOn7i,99,3967850978244b31,31.2539313,29.9736488,2022-03-09 10:19:25.581379,2022,March,Wednesday,10,morning,Spring,Army Road,Alexandria,Alexandria
-Mxhkk1YRQSWRLjLAe5d,99,3967850978244b31,31.2539507,29.9736948,2022-03-09 10:19:30.595240,2022,March,Wednesday,10,morning,Spring,Army Road,Alexandria,Alexandria
-MxhklF_rr0tC_0yh8oX,99,3967850978244b31,31.2539384,29.973697,2022-03-09 10:19:35.589883,2022,March,Wednesday,10,morning,Spring,Army Road,Alexandria,Alexandria
-MxhkmaV4UUR0BKW2oRa,99,3967850978244b31,31.2539016,29.973624,2022-03-09 10:19:41.088015,2022,March,Wednesday,10,morning,Spring,Army Road,Alexandria,Alexandria
-Mxhkvz3wqNyv2aP_uqK,99,3967850978244b31,31.2537627,29.9736439,2022-03-09 10:20:19.524266,2022,March,Wednesday,10,morning,Spring,Army Road,Alexandria,Alexandria
-MxhkwJ7KJ29m919vh-6,99,3967850978244b31,31.2537627,29.9736439,2022-03-09 10:20:20.872027,2022,March,Wednesday,10,morning,Spring,Army Road,Alexandria,Alexandria
-Mxhkxadu5dZq2ryAczD,99,3967850978244b31,31.2539589,29.9737164,2022-03-09 10:20:26.153699,2022,March,Wednesday,10,morning,Spring,Army Road,Alexandria,Alexandria
-Mxhl2Ej8CPSqOT_2fWn,99,3967850978244b31,31.2535896,29.9735376,2022-03-09 10:20:49.263546,2022,March,Wednesday,10,morning,Spring,Army Road,Alexandria,Alexandria
-Mxhl2ZdGuUMzqwHUWwT,99,3967850978244b31,31.2535896,29.9735376,2022-03-09 10:20:50.601230,2022,March,Wednesday,10,morning,Spring,Army Road,Alexandria,Alexandria
-Mxhl3uhepZ3iJLINP-K,99,3967850978244b31,31.2535911,29.9736881,2022-03-09 10:20:56.109588,2022,March,Wednesday,10,morning,Spring,Army Road,Alexandria,Alexandria
-MxhzMQVhXtb75n736sq,99,3967850978244b31,31.2536922,29.9736382,2022-03-09 11:23:21.952094,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-MxhzNTJVSnloLKWpYdK,99,3967850978244b31,31.2539271,29.9744603,2022-03-09 11:23:26.228336,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-MxhzOgwI-Gr5noCwYgp,99,3967850978244b31,31.253654,29.973682,2022-03-09 11:23:31.260894,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-MxhzPw-Nzw7GrmNUe_J,99,3967850978244b31,31.2536236,29.9735609,2022-03-09 11:23:36.320481,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0WAL-kgmkVxQRsNM,99,3967850978244b31,31.2604376,29.9815977,2022-03-09 11:32:46.165955,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0X9GGPuweRIRX43u,99,3967850978244b31,31.2604376,29.9815977,2022-03-09 11:32:50.193866,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0YIMD9jSBa4nqam8,99,3967850978244b31,31.2603499,29.9819741,2022-03-09 11:32:54.871468,2022,March,Wednesday,11,morning,Spring,Abdul Mohsen Hussein Street,Alexandria,Alexandria
-Mxi0ZgV-9VrexHbkCrF,99,3967850978244b31,31.261714,29.9830637,2022-03-09 11:33:00.576372,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0_iSGnCDGk1v1hHC,99,3967850978244b31,31.261714,29.9830637,2022-03-09 11:33:04.797647,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0b7oFytx4jFCPWP6,99,3967850978244b31,31.261903,29.9833841,2022-03-09 11:33:10.580746,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0c8Gnm9ELgCU4-WU,99,3967850978244b31,31.261903,29.9833841,2022-03-09 11:33:14.705158,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0dbd_e51NViSk6iI,99,3967850978244b31,31.2620548,29.984321,2022-03-09 11:33:20.745513,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0ebUUgaZgH9a4DuV,99,3967850978244b31,31.2620548,29.984321,2022-03-09 11:33:24.830901,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0g9cy1f3PHOTesgp,99,3967850978244b31,31.2622191,29.9853929,2022-03-09 11:33:31.176693,2022,March,Wednesday,11,morning,Spring,Khaled Bin Al-Waleed street,Alexandria,Alexandria
-Mxi0ijYaVPHuZPaz5I3,99,3967850978244b31,31.2622191,29.9853929,2022-03-09 11:33:41.731399,2022,March,Wednesday,11,morning,Spring,Khaled Bin Al-Waleed street,Alexandria,Alexandria
-Mxi0irrOKw_ib_zmd9A,99,3967850978244b31,31.2623664,29.9862482,2022-03-09 11:33:42.263905,2022,March,Wednesday,11,morning,Spring,Street 17,Alexandria,Alexandria
-Mxi0jYrVFrBYp8cSPo0,99,3967850978244b31,31.2623664,29.9862482,2022-03-09 11:33:45.079385,2022,March,Wednesday,11,morning,Spring,Street 17,Alexandria,Alexandria
-Mxi0krePY8gS7HL75HS,99,3967850978244b31,31.2636217,29.9866541,2022-03-09 11:33:50.442608,2022,March,Wednesday,11,morning,Spring,Street 15,Alexandria,Alexandria
-Mxi0rVFn-ut9gPzFChM,99,3967850978244b31,31.2653452,29.9874189,2022-03-09 11:34:17.616722,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0s1e-QdnBWcVaQO9,99,3967850978244b31,31.2653452,29.9874189,2022-03-09 11:34:19.818257,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0tVOGnNqCIQuynLK,99,3967850978244b31,31.2661359,29.9875732,2022-03-09 11:34:25.817786,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0uUK2LM-klEtQFTU,99,3967850978244b31,31.2661359,29.9875732,2022-03-09 11:34:29.845455,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0vt0fY56gQ1yxHSs,99,3967850978244b31,31.2667757,29.9876734,2022-03-09 11:34:35.585805,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0wvpsGlxzWWza0Mi,99,3967850978244b31,31.2667757,29.9876734,2022-03-09 11:34:39.860996,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi0yp0D30w-oSu_HOp,99,3967850978244b31,31.2675009,29.9877599,2022-03-09 11:34:47.617428,2022,March,Wednesday,11,morning,Spring,Street Leader Sea Street,Alexandria,Alexandria
-Mxi0zM78qXT6zgxV2MX,99,3967850978244b31,31.2675009,29.9877599,2022-03-09 11:34:49.800435,2022,March,Wednesday,11,morning,Spring,Street Leader Sea Street,Alexandria,Alexandria
-Mxi1-dQ9p2ri146gWT1,99,3967850978244b31,31.26779,29.987625,2022-03-09 11:34:55.067895,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi10x5EpKD12JllcD0,99,3967850978244b31,31.2681055,29.9873759,2022-03-09 11:35:00.422064,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi122_oYoJjHw9D2Kc,99,3967850978244b31,31.2681055,29.9873759,2022-03-09 11:35:04.933368,2022,March,Wednesday,11,morning,Spring,Army Road,Alexandria,Alexandria
-Mxi13RdgZy5k6UYyC-8,99,3967850978244b31,31.2682419,29.9875875,2022-03-09 11:35:10.633250,2022,March,Wednesday,11,morning,Spring,Muhammad Nabil Hamdi Street,Alexandria,Alexandria
-Mxi_kG5IrHSg6mh9MNQ,99,3967850978244b31,31.2305862,30.0648987,2022-03-09 14:11:05.158003,2022,March,Wednesday,14,afternoon,Spring,Muhammad Nabil Hamdi Street,Alexandria,Alexandria
-Mxi_l9Toz0XZlGhjx3A,99,3967850978244b31,31.2305862,30.0648987,2022-03-09 14:11:08.830163,2022,March,Wednesday,14,afternoon,Spring,Muhammad Nabil Hamdi Street,Alexandria,Alexandria
-Mxi_mXKqblSJz48Gp5P,99,3967850978244b31,31.2305862,30.0648987,2022-03-09 14:11:14.453866,2022,March,Wednesday,14,afternoon,Spring,Muhammad Nabil Hamdi Street,Alexandria,Alexandria
-Mxi_neMAdSHuLohmrW6,99,3967850978244b31,31.2305862,30.0648987,2022-03-09 14:11:19.063296,2022,March,Wednesday,14,afternoon,Spring,Muhammad Nabil Hamdi Street,Alexandria,Alexandria
-Mxi_ouFjntjqY57isG3,99,3967850978244b31,31.2305862,30.0648987,2022-03-09 14:11:24.176017,2022,March,Wednesday,14,afternoon,Spring,Muhammad Nabil Hamdi Street,Alexandria,Alexandria
-Mxi_qArRuqV0wQ2ibYk,99,3967850978244b31,31.2305862,30.0648987,2022-03-09 14:11:29.399329,2022,March,Wednesday,14,afternoon,Spring,Muhammad Nabil Hamdi Street,Alexandria,Alexandria
-Mxi_rNPMRZzg7_wXVOE,99,3967850978244b31,31.227103,30.0569544,2022-03-09 14:11:34.298103,2022,March,Wednesday,14,afternoon,Spring,Muhammad Nabil Hamdi Street,Alexandria,Alexandria
-Mxi_sXj1dw7hK6ehU2k,99,3967850978244b31,31.227103,30.0569544,2022-03-09 14:11:39.054912,2022,March,Wednesday,14,afternoon,Spring,Muhammad Nabil Hamdi Street,Alexandria,Alexandria
-Mxi_tsb2albcHehz6NR,99,3967850978244b31,31.2305862,30.0648987,2022-03-09 14:11:44.551691,2022,March,Wednesday,14,afternoon,Spring,Muhammad Nabil Hamdi Street,Alexandria,Alexandria
-Mxi_vVmgtUFikN26idE,99,3967850978244b31,31.2273233,30.06069,2022-03-09 14:11:51.218377,2022,March,Wednesday,14,afternoon,Spring,Muhammad Nabil Hamdi Street,Alexandria,Alexandria
